f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,"sum(sum(f_f10, sum(f_f6, f_f1, f_f4, f_f7, f_f6)), f_f2)",f_f3,f_f10,"sum(sum(f_f3, sum(f_f2, f_f1, f_f4)), sum(sum(f_f3, f_f10), sum(f_f6, f_f2, f_f9, f_f5), f_f10, f_f6), f_f6)",f_f4,f_f1,target
-1.700757994476406,1.5220202774042644,0.7493721742707509,-2.3186755659851883,-0.193994792566625,0.3445121675271712,-0.7303441162981316,1.6756362938455622,0.7743205354462587,-1.1536089382730346,-3.6923420025741542,0.7493721742707509,-1.1536089382730346,-0.1700042881964854,-2.3186755659851883,-1.700757994476406,1
0.8917911597327017,2.3105229081616967,1.3611687173014206,1.8916397060397416,-0.2927579187724547,0.5563991200538918,-0.5780685458806233,-0.2168270502221433,0.4928513770850743,-4.156005447948761,1.4726780202125394,1.3611687173014206,-4.156005447948761,3.6840940392754504,1.8916397060397416,0.8917911597327017,0
0.4548561600745588,3.092212894449738,1.570473718068142,1.6059649711152253,-1.258264629367288,0.9339993158475348,-0.5304047234479833,0.97048845961338,1.0848221322134666,-5.191082481527266,1.2995454523593426,1.570473718068142,-5.191082481527266,3.632584843559796,1.6059649711152253,0.4548561600745588,0
-2.3084462545030267,0.9876886195227692,2.372828543698224,-1.1023438557354732,0.903058166736933,0.7145983756947637,-0.8943059307619237,-0.3494249506357074,1.491850251985504,0.3839680125960523,-1.504242657492074,2.372828543698224,0.3839680125960523,8.616883787202319,-1.1023438557354732,-2.3084462545030267,1
-0.7600291892503381,0.7649996756009733,1.7225012832027966,1.0261888237720802,-1.0751030481167556,0.675312877401002,-1.3770153398536986,-1.3449277870651724,-0.1097474465421639,-4.612783157139701,-3.6080134320686796,1.7225012832027966,-4.612783157139701,-3.143316624606034,1.0261888237720802,-0.7600291892503381,0
-0.996651261359342,3.194657669139935,-1.7353325940403586,2.4469828825187694,0.8514099367626543,0.3367112638182568,2.686619342573684,0.9219363780076169,5.018487303277817,-3.3234079800752747,4.6816231804342845,-1.7353325940403586,-3.3234079800752747,4.602196842703272,2.4469828825187694,-0.996651261359342,0
-0.9078121793725225,0.0490087025451884,-3.890185030833611,2.316146625723199,-1.156996455664364,-0.3892256631050836,3.965178591177692,-0.1179810946073778,4.346557550847018,0.81223887129998,5.4563092851633685,-3.890185030833611,0.81223887129998,-2.627656361758806,2.316146625723199,-0.9078121793725225,0
-4.640443226311316,-0.2646236175039531,0.2666056735064355,-0.0647381822367745,-0.9201522314576858,-3.137596696188657,-1.873602755759315,-0.8727849535276425,2.6186171407335053,0.4141022055911745,-12.704498968597498,0.2666056735064355,0.4141022055911745,-11.587338064650927,-0.0647381822367745,-4.640443226311316,0
1.590608935395208,0.8859267525418716,2.034494811171155,0.6609234287967399,0.9907108466240852,2.1891090588372206,-0.1186292615490665,1.8480401917708495,-0.9344014456147258,-1.7213112410745146,5.67573673178468,2.034494811171155,-1.7213112410745146,11.273389586989992,0.6609234287967399,1.590608935395208,0
-1.309359078788454,1.4094713587415149,3.3325533043958133,-1.0424937078271512,-1.3004502289219138,1.9132992035531624,-1.4335062238592209,-0.3591316281088747,0.1766884811563863,-2.1553108351866044,-0.7046000798135907,3.3325533043958133,-2.1553108351866044,7.437710732179802,-1.0424937078271512,-1.309359078788454,1
