f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,target
0.16751897293480789,1.759890437269322,-0.6814305494362397,3.0274430341073493,0.33649978882090087,-0.27331889396290854,1.2225525531697263,-0.6723935843265022,2.632447295005968,-2.410573051850007,0
-0.35436944211355237,3.2842083612419293,4.212728291150685,-1.9177146600606565,-1.4413417457153697,-1.34772768931698,-4.082946968052413,2.2999691243864735,-0.8816997954552249,-0.22412886466529836,1
-1.4652166178286719,2.008237737964633,-0.8999531304082328,-0.685609718726699,-0.7100154428915523,2.0174522784286744,3.075882067525303,-0.7598021319877752,4.11754927819336,0.6601194389984868,0
-1.2078467493364764,1.2635653757376644,1.6135049282555582,0.3115051146834593,0.439842886472828,2.381382742294319,1.2073119942509714,-0.010939051960085844,2.4503033341821125,-0.36232751957438136,1
-2.939238382461511,-0.2908533784625478,0.790249240995827,-0.7676246851713125,-0.04166002338133474,0.029639680322122164,-0.3528390405292038,-0.3277950558774631,1.6920996070319803,0.35513404650851843,1
0.07076240946604329,3.271451125971021,2.7018800115778725,-1.9733759930170396,-0.41192323438595313,-1.6732037275942349,-2.90064426456216,-1.229495157708088,-0.2852758373948314,1.0452246020671045,1
0.543188312829598,-2.597826579908121,-3.4039939110534476,-3.256788946732497,1.1626480586861927,-0.49166432863281706,-0.8737680742843286,0.36254309109296134,-4.5167978838735765,-4.008280659354001,0
-0.412305637288356,1.0093946270869072,-2.0620160161502668,1.3228824992183628,-0.5511162400406288,-0.8053866105621221,1.4481842689353845,-0.12666402734766338,2.2854550285877906,-1.3348174839296134,0
-2.5932006811525588,-3.0767996437328113,1.5814335713230072,-3.1242759084203113,-0.5953056976939823,-2.216428076445233,-4.974885471556316,-0.5527909175451801,-4.367069095388696,-1.450661717656905,0
-1.9387272357511234,1.043691563215587,1.643157601031323,3.1598283943405465,-0.6842421805152435,-0.6014061243559261,0.04185062594973619,-1.0878930121092583,3.554365904382494,0.08986081182526173,1
0.062170201188510577,4.2844954828096595,4.374413956973534,-3.1408317737867923,0.7906723186907282,3.0932374584527143,-2.0711966394967893,0.9845928948957969,-0.7053524033861197,-4.341077752239274,1
-2.3005628501297326,1.7455197061397396,-4.326069594831129,1.0853431857744997,0.5032323845324963,1.5047595716213507,6.542204167762518,0.9338104260749966,7.821435158444014,2.41024198451129,0
-2.14533341971002,1.9115379606690466,1.9917071689277561,1.2050522011019542,-1.2960486928239283,-1.8854119438309318,-1.7363138753640295,1.0179570524293595,2.430861362133388,-0.1974639729026455,1
-1.7977893544318302,-2.752942244308934,-0.2753087271535182,-1.9006915549267407,-0.0963846363148971,0.12649567718414678,-0.8603434788044312,0.21446326746755132,-1.6397304788452716,0.035498354645581154,0
0.7619403098042712,3.222921551941431,0.44071269633455046,-0.0994920078919237,1.3908335481766434,1.2151840963632776,0.9463543738331459,-0.3199072780029138,1.709856362927672,-1.611896531577257,0
1.1217071125845717,-2.8101817630345294,-0.9383279475514984,0.02434335158902745,-2.388531462477686,-1.2391447733439507,-1.6438328584803792,0.5251693132621684,-3.874555320330555,-1.393938039597943,0
-1.4009906880764833,1.1573363756713062,0.2990453682507499,-0.0947745404637581,0.6623068966479679,1.3987752615569515,1.4632509650846564,0.12060854761357863,2.690566403476249,0.16635966710655214,1
-1.7967721665169742,-2.118002105787171,-2.8159049559699625,-2.6699365593180993,-0.4469775528060408,-0.04661913111388549,0.7968712192561598,-0.30056939058524895,-0.5179621423620728,-0.3338863294204817,0
-1.7115000058352638,0.9381061867150534,0.35792843953711473,3.034148394399023,0.087204992037267,-1.2654837308732914,0.8272145036467974,-1.4873744464039769,4.028411032805062,1.5929442311362811,1
-1.3158058869948164,-1.4705967666211266,-2.2235863160442833,-2.9853849760729827,-0.8664477699523984,0.5203027164189251,0.0642869271705367,-0.15350069556978385,-1.4978586359649657,-2.8822039346706463,0
-1.5831028515346293,1.6245297579675144,0.905057707045536,-1.4746141555585022,-1.5031550695996019,0.7959548407321332,0.1581668967810283,0.29401639930663104,1.793922102806717,0.06626101320634037,1
0.4289189533430653,-2.910371181038352,-2.074623523899609,-2.68921757315273,-0.1439999777016611,0.92705474558245,-0.2516724644378902,0.19261914758693635,-3.8912559894528767,-2.537528953907073,0
-1.931855211920173,1.4577288341671126,-2.9292011445129664,1.8014883572790068,0.7932624959550306,-3.5358059874606704,0.35418847108906854,-0.6449284603222979,3.385078621621437,-1.9887548578270355,0
-1.10709935946733,2.0741180902761562,1.7905866968804962,1.2210581244708116,-0.7737805788906578,-0.35144867860909135,-0.2532980899240254,-0.9857330334274744,2.6725099350081463,0.6619335244612067,1
-1.5273689994215562,1.4630530224938465,2.930812172917056,-0.0022223956158480274,-0.30639542708651957,2.0404876193866075,0.28105505198916236,0.2850347420993615,2.346186310785397,0.9713571397483993,1
-3.4469180214191253,-0.4918331360678667,-2.39730610350398,1.3358190792753466,-1.0247507500763902,1.9479884283659543,4.346519652948531,0.17557408492582183,5.601939625907643,0.026462377769645773,0
-1.1804887408289764,-2.4667778353479095,-1.8740926958845403,-1.9246091903564624,-0.8938332206390901,-2.611428450513433,-1.9848632544615359,0.032264810771252796,-2.574890689656273,-0.6241671381910162,0
0.8770838078304961,2.251039280234016,-0.35684886136513927,3.450425929307296,0.14341763068147614,2.09940309733785,3.1494595818759756,-0.48462856460008136,3.6749491038056123,-1.932060196763078,0
-1.805288226985097,0.6651136527896517,-1.3915320663137107,2.0705253587786183,-1.2451505759600856,0.44308258542592927,1.8756611294263352,1.2696132625998429,3.418546029005081,-2.9109798789100747,0
-1.1678599454212237,0.884262610468659,-1.6935255131020295,2.8900333550211967,-0.265924194072433,-2.2369045377276593,2.2202821229959793,0.27403884064930323,4.843901980983739,4.159016169802532,1
-0.4748474520899635,-2.328872679546379,-2.2101834186577376,-3.747056426213858,1.007117823412373,0.6159250592348435,-0.524413036814972,-1.7890123905014412,-3.3995667893005868,-2.820593287310772,0
-3.9411669339804627,-1.194871961930014,0.4439762275716328,0.06683194722194807,0.8049425736373473,-2.337885542441221,-1.6842612890985258,0.6248178230538752,1.5935258033199504,0.5698975897006964,0
-1.3614797925668645,-3.729717268187668,0.2977122577938207,-0.11032156317392872,-1.116064176071895,-2.6360794341770797,-2.9724555530395245,0.11833021889820218,-2.9381276919906805,0.8750110073354773,0
-2.8976624951952354,-0.4452191573514599,-1.3995469460814638,-0.8883317386479266,0.3476735422449994,-3.3560158229693,-1.4772102876535975,-0.26867787752495675,1.003989502382097,0.10652553774647222,0
-1.7904372897822218,-2.0118739461558723,0.664833811415575,0.8159562626917798,-0.08857106726878992,-3.797077446950916,-3.431133681437919,1.0685495584552998,-1.4164909602968878,0.27376998309476797,0
-0.5471060925128789,2.0028100789819208,0.7864473621369439,1.3908895845067057,1.1584719964733277,-2.203707245451601,-1.1190382694492282,-0.8193415927345735,1.7556517127070925,0.18376490358071096,1
-0.8620295184109884,-1.6311144287041452,-3.509791835370237,-2.046455556108679,1.2950071499384181,-0.4071262707190608,0.7249502069483205,1.270088025254897,-1.014738917677623,-2.2588100318532125,0
-1.124238048367772,1.107336709498365,-3.53147752752125,-1.342423457459475,-1.1309873884855863,-2.8807059945401736,-0.3637915305241644,-0.4908064664964202,0.592070118754044,-3.1833618938246016,0
0.7780398342802246,6.268255583745862,0.6305044447452275,0.4180382898127326,-1.7759822469618927,1.998297082345489,2.150540031052737,-0.37146202108768545,4.396944522965742,-2.8479885652011463,0
-2.0229438479413435,0.5447377980919703,-3.7113199425617824,-1.680089970571273,0.7787743079777822,-1.8055857604031589,1.0747435382085169,-0.09734596889273275,1.9665365532602959,-1.096887067331085,0
-2.2955179660682896,0.2824182134883235,0.10789801677197852,1.269526654871047,0.039569724133648135,-4.176372821788615,-2.84380847491698,-1.3135277983539944,0.7993508969000347,-1.4244968177777284,0
0.14921343875097448,3.078227277414462,2.3819984573099156,-0.9056741728771898,-0.6886944334452347,-1.05069500816252,-1.8470110658321877,0.010021151740569072,0.5717094500316534,1.040091934259022,1
-0.752609812241194,2.3366978793120925,-0.291414932327974,-2.5728241129942813,0.2316480716109227,1.184798371675576,0.4540317548145283,-1.1363751667038573,0.9865013979092448,-2.1506913388171403,1
-1.4232079255438084,2.815840540581139,-3.4147959836093555,3.5464115022011424,-0.20731609600824458,0.31141530070032664,4.342345354633597,-1.587188069678454,6.607058088996057,-3.305092682121032,0
-0.8821928941891067,1.846103452257925,1.4128825618579341,-0.36556735048573885,-0.05247385606304944,-2.00539041075178,-0.9073966366944601,-1.3646763259005417,1.9781159858415478,4.359337949974803,1
-1.6901918337435733,-1.5166796197817312,0.5098918236657783,0.7073271068620364,-0.20716168909404023,-2.112541051858016,-1.7016435665210043,-0.3812372872728735,-0.13749775125432,0.9531295624008194,0
-2.4697375824732353,0.9496434796857811,1.127108210898559,2.139391555859947,0.5001128296208667,-2.752478175800192,-1.1261781391892591,0.33607541250534645,3.160466929810877,1.6281124306020862,1
-1.963444448011386,-0.8472645149425926,-2.7215176494857642,-2.512496254856246,0.0765180622437113,-2.3612991312521743,-0.955128046853862,0.9416190135514908,-0.6150888682291686,-1.4479758647216334,0
-3.4693690370231076,-1.7821021411572233,0.5777232241784445,-1.0420888740066854,0.20139455871528109,-2.9236406607299044,-3.086107067661229,1.494141897266825,-0.5489976771444356,-0.08361087082740437,0
-1.4482291521323352,2.875159929012987,-3.0618163882772946,0.9209960787027864,-0.6008871758538126,1.9706810301152646,5.4582631826050445,-1.5649738934417794,6.76373774055194,0.2964505136419193,0
-1.4834875015226643,1.0571561425233025,0.5574991688550087,2.410093381305621,0.44841324947910954,-1.7667664658536126,0.32028992033543024,-0.2673170231678089,3.537421508376826,2.5719433931075155,1
-0.3990622526580696,2.1229739770796243,-0.2767121958312275,1.225205073105978,-1.0958708107987174,0.9682147029942142,1.4833862893707106,-0.8358702556183059,2.7120084762604786,-2.2607738493973186,0
0.49037955233208774,2.2206093323038347,1.1039883392879666,-1.0770859111351316,-0.2617807223427068,1.014927630324609,-0.42169902464575243,-0.9262391125885509,-0.011632578009720526,-1.9390159403737353,1
-1.6588973485804255,-0.8611510201300722,-3.085359453454699,-2.329093900191327,-0.027214132377857005,0.03587258494490775,1.4532563822566542,0.4788475732177351,0.6839727905388692,-0.6501948847967143,0
-0.7735005982492146,2.873097454392498,-0.1460813877263929,1.9362202244662685,-0.9989363762455913,2.483398618375676,2.6286445916506684,-1.2540226524285165,4.134555010048076,-4.0125747940850225,0
-0.9658402875840655,2.3207605104182685,-1.8264759531242172,0.7664099503454578,-0.7019572982951219,0.6978771245270786,2.426548813515768,-0.5632097340426203,3.7103673946326143,-2.4255049067852044,0
-3.07399874775117,-1.9928093196913435,-0.2276916872351067,-1.745214466851578,1.4717088983618904,-1.4673969010042294,-1.5562530070795568,-0.05008059885646664,-0.33757084046869346,0.39520197035109095,0
-3.1896201455402453,-1.0512298990152094,-3.044235646369909,-2.7288753708902966,-0.7084881015290911,-2.416920550637976,-0.8253470899709477,0.6389568142127453,0.15638596788383588,-1.9899418196111096,0
-3.6919340929392925,-0.6463551491541037,-2.8734460975480327,-2.418917083383936,0.563673654270156,-1.8685742023414014,0.4558259939774588,-0.08187417719083905,2.076139953900321,0.3934024991422951,0
-2.068623588378398,-0.2913784895598668,-2.102300042222263,2.18565917298575,0.9926281029794295,1.3523390886372009,3.460064176184926,1.5579054323183568,4.270792572783811,-1.0981187558621963,0
-2.2238090211277335,1.3653899814505686,-0.37330086903488513,-3.053632678856883,0.23946698878043493,0.8524463882141192,-0.14629098973933677,-0.16833763423719086,0.8847342567723775,-2.8520630406860112,1
-0.04896174382816598,2.7807339607047967,-0.06716288696991413,1.1921327282419185,-0.433990462215957,1.960137891795889,2.253772666269496,1.7872399646046684,3.279071867469528,-2.153495821571259,0
0.43641944649745956,-0.6245145956231083,-3.098804529345492,-0.544039670190814,0.5487004763949003,0.03298951891636248,1.3573740714210094,-1.5144140623981206,-0.446635633282464,-2.2848741151390897,0
