,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,target,(f2 - (((f2 - f3) + (f3 * f2)) - ((f2 + f7) - f3))),(((f2 - (f2 - f3)) + f7) + (f2 - ((f7 - f7) * f3))),(f7 + f2),(f2 + (((f3 + f3) + (f7 - f3)) - f3)),((((f2 - f7) + (f7 * f7)) - f2) - (((f3 + f2) + f7) + ((f3 * f2) + f2))),(f2 + f7)
0,0.1675189729348078,1.759890437269322,-0.6814305494362397,3.0274430341073493,0.3364997888209008,-0.2733188939629085,1.2225525531697263,-0.6723935843265022,2.632447295005968,-2.410573051850007,0,4.181686098055067,2.3010124410028086,2.9824429904390484,2.9824429904390484,-2.589577578564022,2.9824429904390484
1,-0.3543694421135523,3.2842083612419293,4.212728291150685,-1.9177146600606565,-1.4413417457153697,-1.34772768931698,-4.082946968052413,2.299969124386473,-0.8816997954552249,-0.2241288646652983,1,-14.634216084247988,3.4139896843402013,-0.7987386068104838,-0.7987386068104829,0.21972738896116795,-0.7987386068104838
2,-1.465216617828672,2.008237737964633,-0.8999531304082328,-0.685609718726699,-0.7100154428915523,2.0174522784286744,3.075882067525303,-0.7598021319877752,4.11754927819336,0.6601194389984868,0,6.891439644375155,4.184166675081704,5.0841198054899355,5.0841198054899355,2.0000838516373145,5.0841198054899355
3,-1.2078467493364764,1.2635653757376644,1.6135049282555582,0.3115051146834593,0.439842886472828,2.381382742294319,1.2073119942509714,-0.0109390519600858,2.4503033341821125,-0.3623275195743813,1,0.43210840906282844,4.0843822982441935,2.470877369988636,2.470877369988636,-7.136426377696379,2.470877369988636
4,-2.939238382461511,-0.2908533784625478,0.790249240995827,-0.7676246851713125,-0.0416600233813347,0.0296396803221221,-0.3528390405292038,-0.3277950558774631,1.6920996070319805,0.3551340465085184,1,-0.41384575742065133,0.1465568220040755,-0.6436924189917516,-0.6436924189917517,0.8514776470803456,-0.6436924189917516
5,0.0707624094660432,3.271451125971021,2.7018800115778725,-1.97337599301704,-0.4119232343859531,-1.6732037275942349,-2.90064426456216,-1.229495157708088,-0.2852758373948314,1.0452246020671043,1,-8.468261544706166,3.0726868729867336,0.3708068614088611,0.3708068614088611,-3.868824990973266,0.3708068614088611
6,0.543188312829598,-2.597826579908121,-3.403993911053448,-3.256788946732497,1.1626480586861927,-0.491664328632817,-0.8737680742843286,0.3625430910929613,-4.5167978838735765,-4.008280659354001,0,-12.314580514172498,-6.875588565245898,-3.4715946541924496,-3.4715946541924496,2.267668007096842,-3.4715946541924496
7,-0.412305637288356,1.0093946270869072,-2.0620160161502668,1.3228824992183628,-0.5511162400406288,-0.8053866105621221,1.4481842689353843,-0.1266640273476633,2.2854550285877906,-1.3348174839296134,0,4.538966783691521,0.39556287987202476,2.4575788960222917,2.4575788960222917,1.3254837885668258,2.4575788960222917
8,-2.5932006811525588,-3.076799643732812,1.5814335713230072,-3.1242759084203118,-0.5953056976939823,-2.216428076445233,-4.974885471556316,-0.5527909175451801,-4.367069095388696,-1.450661717656905,0,-3.1859308664553914,-6.47025154396612,-8.051685115289128,-8.051685115289128,44.137176363191095,-8.051685115289128
9,-1.9387272357511236,1.043691563215587,1.643157601031323,3.1598283943405465,-0.6842421805152435,-0.6014061243559261,0.0418506259497361,-1.0878930121092585,3.554365904382494,0.0898608118252617,1,-0.6294075360646321,2.728699790196646,1.0855421891653232,1.0855421891653232,-5.52744022969954,1.0855421891653232
